"","Open","High","Low","Close"
"2016-01-04",110.709999,110.959999,108.730003,109.970001
"2016-01-05",109.919998,110.730003,109.540001,110.470001
"2016-01-06",109.339996,109.790001,108.57,109.040001
"2016-01-07",107.5,108.440002,106.029999,106.440002
"2016-01-08",107.010002,107.440002,105.830002,105.989998
"2016-01-11",106.470001,107.279999,105.620003,106.790001
"2016-01-12",107.690002,108.199997,106.589996,107.980003
"2016-01-13",108.269997,108.830002,105.830002,106.059998
"2016-01-14",105.940002,108.010002,105.830002,106.980003
"2016-01-15",103.279999,105.730003,103.279999,105.099998
"2016-01-19",106.610001,106.669998,105.279999,105.760002
"2016-01-20",104.889999,104.949997,102.68,103.650002
"2016-01-21",103.860001,105.099998,101.230003,102.699997
"2016-01-22",103.629997,103.900002,102.080002,103.139999
"2016-01-25",102.529999,103.400002,101.550003,102.080002
"2016-01-26",102.260002,104,102.18,103.25
"2016-01-27",103.07,104.75,102.730003,103.309998
"2016-01-28",103.790001,104.82,103.040001,104.470001
"2016-01-29",105.279999,107.07,104.970001,107.040001
"2016-02-01",106.790001,107.349998,106.169998,107.010002
"2016-02-02",105.5,106.440002,105.5,106.029999
"2016-02-03",106.349998,107.510002,104.739998,106.889999
"2016-02-04",106.760002,107.57,106.589996,107.489998
"2016-02-05",107.489998,108,106.010002,106.290001
"2016-02-08",105.18,106,103.93,105.599998
"2016-02-09",103.949997,106.139999,103.769997,105.919998
"2016-02-10",106.349998,107.650002,105.599998,105.720001
"2016-02-11",103.730003,104.559998,103.07,103.769997
"2016-02-12",104.82,107.580002,104.18,107.489998
"2016-02-16",108.269997,108.5,106.610001,107.370003
"2016-02-17",108,109.260002,107.629997,109.18
"2016-02-18",109.010002,109.25,108.580002,108.849998
"2016-02-19",108.559998,108.720001,107.830002,108.089996
"2016-02-22",109.419998,109.529999,108.489998,109.349998
"2016-02-23",108.639999,108.809998,107.629997,107.910004
"2016-02-24",107.300003,108.800003,106.669998,108.480003
"2016-02-25",108.790001,109.269997,108.220001,109.269997
"2016-02-26",109.599998,109.800003,108.25,108.459999
"2016-02-29",108.459999,108.720001,107.389999,107.519997
"2016-03-01",108.129997,110.129997,108.040001,110.129997
"2016-03-02",110.059998,110.440002,109.68,110.199997
"2016-03-03",109.919998,110.279999,108.629997,109.800003
"2016-03-04",110.379997,110.589996,109.059998,110.400002
"2016-03-07",110.019997,110.489998,109.559998,110.410004
"2016-03-08",109.459999,111.580002,109.459999,110.849998
"2016-03-09",111.5,111.699997,110.830002,111.330002
"2016-03-10",111.260002,112.360001,110.580002,111.529999
"2016-03-11",112.190002,113.669998,112.129997,113.639999
"2016-03-14",113.650002,113.800003,112.279999,112.82
"2016-03-15",112.230003,114.379997,112.080002,113.919998
"2016-03-16",113.5,115.010002,113.5,114.68
"2016-03-17",114.730003,116.169998,114.440002,115.830002
"2016-03-18",115.989998,116,114.809998,115.760002
"2016-03-21",115.32,116.32,115.32,116.029999
"2016-03-22",115.949997,116.779999,115.540001,116.059998
"2016-03-23",116.160004,116.459999,115.050003,115.889999
"2016-03-24",115.639999,115.919998,114.669998,115.389999
"2016-03-28",116.110001,116.410004,115.57,116.25
"2016-03-29",116.209999,116.870003,115.769997,116.410004
"2016-03-30",116.949997,117.699997,116.720001,117.43
"2016-03-31",117.389999,117.610001,116.489998,116.709999
"2016-04-01",116.419998,117.550003,115.910004,117.400002
"2016-04-04",117.650002,118.279999,117.169998,117.559998
"2016-04-05",117.07,117.839996,116.019997,116.129997
"2016-04-06",116.050003,116.379997,114.959999,115.93
"2016-04-07",115.580002,115.580002,114.360001,114.5
"2016-04-08",114.790001,116.010002,114.790001,115.230003
"2016-04-11",115.349998,116.279999,114.730003,114.779999
"2016-04-12",114.809998,115.290001,114.129997,115.190002
"2016-04-13",115.870003,116.18,114.860001,115.959999
"2016-04-14",115.870003,115.989998,115.099998,115.360001
"2016-04-15",115.739998,116.620003,115.349998,116.230003
"2016-04-18",116.230003,116.330002,115.43,116.010002
"2016-04-19",116.809998,117.239998,116.089996,116.269997
"2016-04-20",116.629997,116.68,115.139999,115.800003
"2016-04-21",111.529999,112.370003,108.25,108.790001
"2016-04-22",109.160004,111.169998,109.099998,110.839996
"2016-04-25",110.550003,110.650002,109.510002,110.339996
"2016-04-26",110.629997,110.93,109.559998,109.970001
"2016-04-27",110.129997,110.129997,108.879997,109.529999
"2016-04-28",108.720001,109.870003,108.370003,109.129997
"2016-04-29",108.959999,110.120003,108.5,109.900002
"2016-05-02",110.010002,111.269997,110.010002,110.910004
"2016-05-03",109.68,110.690002,109.620003,110.330002
"2016-05-04",109.519997,110.190002,108.68,109.730003
