"","Open","High","Low","Close"
"2016-01-04",89.529999,90.110001,87.57,88.849998
"2016-01-05",89.050003,89.650002,87.839996,89.610001
"2016-01-06",87.440002,87.779999,85.160004,86.07
"2016-01-07",84.550003,85.75,82.669998,83.019997
"2016-01-08",83.389999,83.839996,81.220001,82.129997
"2016-01-11",82.849998,82.970001,79.769997,80.769997
"2016-01-12",82.199997,82.400002,79.690002,82.150002
"2016-01-13",83.160004,84.25,80.010002,81.330002
"2016-01-14",81.949997,86.169998,80.949997,85.470001
"2016-01-15",81.639999,83.809998,80.870003,83.669998
"2016-01-19",84.169998,84.75,80.790001,81.510002
"2016-01-20",79.980003,80.309998,75.330002,78.980003
"2016-01-21",78.800003,81.650002,78.019997,81.050003
"2016-01-22",84.459999,85.190002,81.720001,83.540001
"2016-01-25",82.290001,84.290001,80.800003,80.889999
"2016-01-26",81.970001,84.5,81.349998,84.120003
"2016-01-27",83.949997,86.099998,82.360001,83.290001
"2016-01-28",85.75,86.690002,83.699997,85.919998
"2016-01-29",84.050003,86.709999,82.949997,86.470001
"2016-02-01",85.150002,86.089996,84.239998,85.290001
"2016-02-02",82.709999,83.040001,80.959999,81.239998
"2016-02-03",82.389999,84.629997,79.849998,84.620003
"2016-02-04",84.589996,86.190002,83.830002,84.790001
"2016-02-05",83.940002,84.290001,82.260002,82.879997
"2016-02-08",81.760002,86.699997,81.099998,85.989998
"2016-02-09",85.080002,85.790001,82.169998,82.919998
"2016-02-10",82.769997,83.900002,81.5,83.040001
"2016-02-11",81.599998,83.660004,80.639999,82.989998
"2016-02-12",83.800003,85.580002,83.199997,85.43
"2016-02-16",85.230003,85.389999,83.309998,84.809998
"2016-02-17",85.410004,88.660004,85.019997,88.309998
"2016-02-18",88.75,89.25,86.610001,86.730003
"2016-02-19",86.330002,86.540001,84.800003,86.5
"2016-02-22",86.5,89.839996,86.5,88.82
"2016-02-23",88.389999,88.480003,84.699997,84.910004
"2016-02-24",83.330002,85.489998,82.900002,85.269997
"2016-02-25",85.669998,85.709999,83.739998,85.300003
"2016-02-26",86.970001,87.099998,84.279999,84.349998
"2016-02-29",84.940002,85.199997,83.07,83.440002
"2016-03-01",84.120003,86.529999,83.370003,86.129997
"2016-03-02",85.400002,87.18,84.400002,87.139999
"2016-03-03",87,87.57,86.050003,87.529999
"2016-03-04",87.419998,88.620003,86.699997,87.93
"2016-03-07",87.940002,90.760002,87.550003,90.669998
"2016-03-08",90.379997,91.080002,88.330002,88.739998
"2016-03-09",89.699997,94.639999,89.470001,92.82
"2016-03-10",92.790001,93.949997,92.019997,93.940002
"2016-03-11",94.949997,96.139999,93.379997,94.580002
"2016-03-14",93.57,94.830002,93.089996,94.260002
"2016-03-15",93.150002,94.400002,92.25,94.269997
"2016-03-16",94.720001,96.139999,93.720001,95.400002
"2016-03-17",96.25,97.739998,95.290001,96.889999
"2016-03-18",97.849998,97.910004,95.860001,97.690002
"2016-03-21",97.019997,97.540001,95.910004,96.440002
"2016-03-22",95.75,96.910004,95.32,95.5
"2016-03-23",94.720001,94.809998,93.040001,93.589996
"2016-03-24",92.540001,94.940002,92.25,94.849998
"2016-03-28",94.900002,95.080002,94,94.68
"2016-03-29",93.790001,95.389999,92.940002,95.32
"2016-03-30",96.349998,96.690002,95.160004,95.25
"2016-03-31",95.190002,96.199997,94.949997,95.400002
"2016-04-01",93.690002,94.779999,93.32,94.260002
"2016-04-04",94.440002,94.480003,93.040001,93.43
"2016-04-05",93,93.349998,92.43,92.669998
"2016-04-06",93.150002,95,92.82,94.839996
"2016-04-07",94.370003,95.029999,94.080002,94.790001
"2016-04-08",96.25,96.870003,95.760002,96.330002
"2016-04-11",96.870003,97.300003,95.150002,95.239998
"2016-04-12",95.690002,97.940002,95.43,97.510002
"2016-04-13",97.800003,97.910004,97.029999,97.599998
"2016-04-14",97.650002,98.269997,97.360001,97.980003
"2016-04-15",97.709999,97.800003,96.959999,97.230003
"2016-04-18",97.230003,98.760002,95.519997,98.699997
"2016-04-19",99,100.529999,98.160004,100.5
"2016-04-20",100.080002,102.540001,99.839996,101.690002
"2016-04-21",101.639999,102.800003,101.110001,101.400002
"2016-04-22",101.739998,102.5,101.5,102.010002
"2016-04-25",101.470001,101.769997,100.830002,101.510002
"2016-04-26",102.050003,102.980003,101.709999,102.290001
"2016-04-27",102.900002,103.940002,102.379997,103.849998
"2016-04-28",103.129997,104.260002,102.050003,102.400002
"2016-04-29",101.139999,102.629997,100.610001,102.18
"2016-05-02",101.830002,103.849998,101.800003,103.309998
"2016-05-03",102.260002,102.349998,101.050003,101.32
"2016-05-04",101.059998,102.300003,100.389999,100.589996
