"","Open","High","Low","Close"
"2016-01-04",45.669998,45.91,45.360001,45.869999
"2016-01-05",46.200001,46.549999,45.630001,46.5
"2016-01-06",45.490002,45.950001,45.279999,45.52
"2016-01-07",45.119999,45.669998,45,45.27
"2016-01-08",45.66,45.740002,44.700001,44.830002
"2016-01-11",45.110001,45.23,44.599998,45.09
"2016-01-12",45.240002,45.25,44.529999,44.93
"2016-01-13",45.110001,45.27,44.080002,44.150002
"2016-01-14",44.220001,45.189999,44.049999,44.869999
"2016-01-15",44.040001,44.549999,43.860001,44.43
"2016-01-19",44.740002,45.009998,44.529999,44.869999
"2016-01-20",44.380001,44.77,43.790001,44.419998
"2016-01-21",45,46.330002,44.43,45.869999
"2016-01-22",46.41,47.119999,46,47.040001
"2016-01-25",47.080002,47.779999,46.540001,47.029999
"2016-01-26",47.130001,48.27,47.049999,48.25
"2016-01-27",48.290001,49.490002,48.25,49.029999
"2016-01-28",49.060001,49.459999,48.470001,49.009998
"2016-01-29",49.389999,49.990002,49.220001,49.970001
"2016-02-01",49.939999,51.02,49.689999,50.759998
"2016-02-02",50.610001,50.630001,49.650002,49.91
"2016-02-03",50.25,50.619999,49.419998,50.619999
"2016-02-04",50.369999,50.599998,49.669998,50.43
"2016-02-05",50.32,51.200001,50.310001,50.970001
"2016-02-08",50.599998,50.799999,49.77,50.740002
"2016-02-09",50.060001,50.610001,49.349998,50.150002
"2016-02-10",50.189999,50.32,49.619999,49.98
"2016-02-11",49.599998,50.099998,49.27,49.389999
"2016-02-12",49.540001,50.189999,49.349998,50.110001
"2016-02-16",50.240002,50.299999,49.580002,50.240002
"2016-02-17",50.41,50.599998,50.080002,50.32
"2016-02-18",50.119999,51.099998,49.959999,50.939999
"2016-02-19",50.740002,51.07,50.310001,50.860001
"2016-02-22",50.860001,51.150002,50.77,51.07
"2016-02-23",50.970001,50.990002,50.360001,50.630001
"2016-02-24",50.27,50.869999,50.169998,50.82
"2016-02-25",50.900002,51.299999,50.779999,51.110001
"2016-02-26",51.150002,51.34,50.919998,51.02
"2016-02-29",50.860001,51.380001,50.689999,50.73
"2016-03-01",50.990002,51.470001,50.98,51.459999
"2016-03-02",51.459999,52.200001,51.189999,52.119999
"2016-03-03",52.139999,52.220001,51.610001,51.889999
"2016-03-04",51.75,52,51.5,51.810001
"2016-03-07",51.529999,52.349998,51.400002,52.209999
"2016-03-08",52.049999,52.75,51.93,52.459999
"2016-03-09",52.549999,52.959999,52,52.34
"2016-03-10",52.549999,52.66,51.990002,52.32
"2016-03-11",52.650002,52.779999,52.240002,52.529999
"2016-03-14",52.549999,52.75,52.23,52.540001
"2016-03-15",52.240002,52.740002,52.240002,52.669998
"2016-03-16",52.669998,53.380001,52.400002,53.209999
"2016-03-17",53.279999,53.810001,53.189999,53.630001
"2016-03-18",53.810001,53.849998,53.240002,53.240002
"2016-03-21",53.189999,53.59,53.02,53.439999
"2016-03-22",53.419998,53.459999,53.099998,53.209999
"2016-03-23",53.130001,53.23,52.82,52.91
"2016-03-24",52.740002,53.619999,52.66,53.560001
"2016-03-28",53.560001,53.73,53.200001,53.400002
"2016-03-29",53.509998,54.080002,53.299999,54.049999
"2016-03-30",54.169998,54.369999,53.700001,54.040001
"2016-03-31",54.009998,54.259998,53.919998,54.080002
"2016-04-01",53.32,54.09,53.099998,54.009998
"2016-04-04",54.029999,54.419998,53.799999,54.419998
"2016-04-05",54.380001,54.490002,53.950001,54.09
"2016-04-06",53.619999,53.619999,53.130001,53.52
"2016-04-07",52.52,52.700001,51.77,52
"2016-04-08",52.200001,52.580002,52.049999,52.18
"2016-04-11",52.360001,52.400002,51.5,51.610001
"2016-04-12",51.66,52.189999,51.610001,51.950001
"2016-04-13",52.07,52.09,50.84,51.290001
"2016-04-14",51.279999,51.549999,51.240002,51.360001
"2016-04-15",51.279999,51.490002,51.099998,51.349998
"2016-04-18",51.349998,51.900002,51.18,51.73
"2016-04-19",51.799999,52.169998,51.790001,52.080002
"2016-04-20",52.150002,52.220001,51.66,51.75
"2016-04-21",50.560001,50.68,49.470001,50.029999
"2016-04-22",50.150002,50.630001,50.049999,50.549999
"2016-04-25",50.529999,50.950001,50.279999,50.759998
"2016-04-26",50.98,51,50.279999,50.439999
"2016-04-27",50.459999,51.810001,50.459999,51.689999
"2016-04-28",51.299999,51.560001,50.919998,51.02
"2016-04-29",50.950001,51.049999,50.639999,50.939999
"2016-05-02",51.220001,51.450001,51.040001,51.32
"2016-05-03",51.110001,51.32,50.360001,50.68
"2016-05-04",50.48,50.990002,50.200001,50.84
